,ID,User_ID,Problem_ID,Buggy_Line,Type,SubType,Line_ID,Repaired_Line
1078,1d51c88c77b60c4a80ac6f02570fcac0,378,422,"if(get&&found.the_key()>cur_num){
",Function,Undefined,117,"if(get&&found.the_other()>cur_posi){
"
1079,79b368fec86a218df296bcdd8e3840e5,378,434,"while(index>0&&!compare(heap[index],heap[parent])){
",Control,Undefined,48,"while(index>0&&compare(heap[index],heap[parent])){
"
1080,79b368fec86a218df296bcdd8e3840e5,378,434,"if(leftindex<heap.size()&&!compare(heap[leftindex],minval)){
",Control,Undefined,63,"if(leftindex<heap.size()&&compare(heap[leftindex],minval)){
"
1081,79b368fec86a218df296bcdd8e3840e5,378,434,"if(rightindex<heap.size()&&!compare(heap[rightindex],minval)){
",Control,Undefined,67,"if(rightindex<heap.size()&&compare(heap[rightindex],minval)){
"
1082,79b368fec86a218df296bcdd8e3840e5,378,434,,Function,FunctionMissing,97,"sort(temp.begin(),temp.end(),comp);
"
1083,79b368fec86a218df296bcdd8e3840e5,378,434,,Function,FunctionMissing,41,sink(); 
1084,79b368fec86a218df296bcdd8e3840e5,378,434,,Function,FunctionMissing,115,ans.print(temp);
1085,29f5fcfa56e867123b62bff5d43e4037,378,440,"for(int i=0;i<M;i++){
",Control,VariableMisuse,25,"for(int i=0;i<N;i++){
"
1086,77331c5db4ace4c54d021e97df2cbd3e,378,443,"if(color[j]){
",Control,Undefined,23,"if(!color[j]){
"
1087,d07e3b1368b96328d6147c8431f7f0a1,379,1,"return ;
",Control,Undefined,7,"return 0;
"
1088,515119f486646974b6e13a308c69340e,379,15,"for (int i=m-x-1;i>0;i--)
",Control,Undefined,62,"for (int i=m-x-1;i>x;i--)
"
1089,515119f486646974b6e13a308c69340e,379,15,"for (int i=n-x-1;i>0;i--)
",Control,Undefined,71,"for (int i=n-x-1;i>x;i--)
"
1090,f7f0fade9478a6bb7722f3036b03bfec,379,17,"int number[100];
",Declaration,WrongArraySize,3,"int number[100000];
"
1091,f7f0fade9478a6bb7722f3036b03bfec,379,17,"for (int a=2;a<=100;a++)
",Control,LiteralMisuse,7,"for (int a=2;a<=100000;a++)
"
1092,f7f0fade9478a6bb7722f3036b03bfec,379,17,"for (int b=2;b<=100;b++)
",Control,LiteralMisuse,16,"for (int b=2;b<=100000;b++)
"
1093,f7f0fade9478a6bb7722f3036b03bfec,379,17,"c=100;
",Expression,Undefined,24,"c=100000-1;
"
1094,d74acc063d5dbcc2c777ec1848bf4ce0,379,134,"printf(""%d   %6.1f"",m,celsius);
",Function,FormatStringMisuse,15,"printf(""%d%6.1f"",m,celsius);
"
1095,4c90b2762f105a45ff86c24cbc238d3f,379,136,"printf(""Exceed %d%%.Ticket 200"",100*n);
",Function,FormatStringMisuse,13,"printf(""Exceed %.0f%%. Ticket 200"",100*n);
"
1096,4c90b2762f105a45ff86c24cbc238d3f,379,136,"printf(""Exceed %.0f%%.License Revoked"",100*n);
",Function,FormatStringMisuse,17,"printf(""Exceed %.0f%%. License Revoked"",100*n);
"
1097,ff9e2ce4b8de95cd9a770ccd88069da1,379,137,"int x=6-2*(i-1);
",Declaration,Undefined,8,"int x=(n-1)-2*(i-1);
"
1098,ff9e2ce4b8de95cd9a770ccd88069da1,379,137,"int z=5-2*(t-m-1);
",Declaration,Undefined,27,"int z=n-2-2*(t-m-1);
"
1099,12ce872b05b6206d85e907722f3e17e1,379,139,"for (int m=1;m<=i;m++)
",Control,Undefined,19,"for (int x=1;x<=i-1;x++)
"
1100,12ce872b05b6206d85e907722f3e17e1,379,139,"if (a[m]<n-1)
",Control,Undefined,21,"if (a[x]<m)
"
1101,12ce872b05b6206d85e907722f3e17e1,379,139,"if (a[m]>n-1)
",Control,Undefined,23,"if (a[x]>m)
"
1102,7aab6852f74877448bce19ce3591c82e,379,150,"printf(""%.2f,%s"",num1[i],str[i]);
",Function,FormatStringMisuse,46,"printf(""%.2f, %s"",num1[i],str[i]);
"
1103,7aab6852f74877448bce19ce3591c82e,379,150,"printf(""%.2f,%s"",num1[i],str[i]);
",Function,FormatStringMisuse,52,"printf(""%.2f, %s"",num1[i],str[i]);
"
1104,f46c85e40464fa2f58b543a4d929687a,379,152,"printf(""average=%d\nmax=%d\nmin=%d"",c[1],c[1],c[1]);
",Function,FormatStringMisuse,10,"printf(""average = %.2f\nmax = %.2f\nmin = %.2f"",c[1],c[1],c[1]);
"
1105,f46c85e40464fa2f58b543a4d929687a,379,152,"printf(""average=%.2f\nmax=%.2f\nmin=%.2f"",av,a,b);
",Function,FormatStringMisuse,28,"printf(""average = %.2f\nmax = %.2f\nmin = %.2f"",av,a,b);
"
1106,4d7a5743714e9ca6598c6b44be608e93,379,153,"else if  (strcmp(a,"" "")==0)
",Function,FormatStringMisuse,11,"else if  (strcmp(a,""     "")==0)
"
1107,1e03528af6a712f924453dbd5f15245f,379,154,"while (sum!=i+1)
",Control,OffByOneError,46,"while (sum!=i)
"
1108,1e03528af6a712f924453dbd5f15245f,379,154,"if (sum==i+1)
",Control,OffByOneError,51,"if (sum==i)
"
1109,c13a643dead1faa9802cffe615c13ed0,379,157,,Expression,Undefined,23,"t=1;
"
1110,c13a643dead1faa9802cffe615c13ed0,379,157,,Expression,Undefined,28,"t=1;
"
1111,c13a643dead1faa9802cffe615c13ed0,379,157,,Expression,Undefined,32,"t=1;
"
1112,c13a643dead1faa9802cffe615c13ed0,379,157,,Expression,Undefined,36,"t=1;
"
1113,c13a643dead1faa9802cffe615c13ed0,379,157,,Expression,Undefined,40,"t=1;
"
1114,c13a643dead1faa9802cffe615c13ed0,379,157,,Expression,Undefined,44,"t=1;
"
1115,c13a643dead1faa9802cffe615c13ed0,379,157,,Expression,Undefined,48,"t=1;
"
1116,9c546a0176bb1c8bd3a180aa826c4ccd,379,176,"if (s[0]<='9'&&s[0]>='0')
",Control,WrongOperator,18,"if (s[0]<='9'&&s[0]>'0')
"
1117,a380b99d9b425ae31aca06e0ebd91774,379,190,"float k=0,sum=0;
",Declaration,Undefined,4,"double k,sum=0;
"
1118,a380b99d9b425ae31aca06e0ebd91774,379,190,"k=(float)i*i+(float)1/i;
",Expression,Undefined,9,"k=(double)i*i+(double)1/i;
"
1119,db24591b05c4ca755ce0b705280b8c13,379,192,"float b,c=0.0;
",Declaration,Undefined,5,"double b,c=0;
"
1120,db24591b05c4ca755ce0b705280b8c13,379,192,"b=(float)sqrt(a);
",Expression,Undefined,9,"b=(double)sqrt(a);
"
1121,903a73218eb1615608811c7c125212a0,379,210,number=(n+1)/2;,Expression,Undefined,9,"number=(m/2)+1;
"
1122,df0e730e3a6b38a1996136c805c78088,379,217,"printf(""16 4.0"");
",Function,FormatStringMisuse,9,"printf(""16 4"");
"
1123,6c432ca5a8645b6a77204cf56e40f2ce,379,225,"m=(int)sum1+sum2;
",Expression,Undefined,17,"m=(int)(0.5+sum1+sum2);
"
1124,f328464c04463956270279c0caffb86a,379,235,"t=(long)100.0*height;
",Expression,Undefined,10,"t=(int)1000.0*height;
"
1125,f328464c04463956270279c0caffb86a,379,235,"height=(float)t/100;
",Expression,Undefined,14,"height=(double)t/1000;
"
1126,9dd88d1e49e16d7b762441bc44aa4db1,379,262,"while (ch!='\n')
",Control,Undefined,23,"while (ch!=EOF)
"
1127,684f4c431e8add7197d24f71728cf0cd,379,271,"celsius=5*(m-32)/9;
",Expression,Undefined,13,"celsius=5*1.0*(m-32)/9;
"
1128,2047664c5e1e1196f8633c34cc3bbec8,379,272,"printf(""f(%.2f)=%.2f"",x,result);
",Function,FormatStringMisuse,16,"printf(""f(%.2f) = %.2f"",x,result);
"
1129,a774f8232a1bc89b1a6b0fbaf80581b0,379,276,,Function,FunctionMissing,5,"scanf(""%d %d %d"",&a,&b,&c);
"
1130,6853895b4eaad432372f9814412c9ca6,379,291,"while (x>1)
",Control,WrongOperator,3,"while (x>=1)
"
1131,65968c278b4b04d6032aa05c3d7d796f,379,294,"if (i==n)
",Control,OffByOneError,38,"if (i==n-1)
"
1132,d1224c0bfe381650fa40f79356e46da7,379,295,"for (int j=m-1;j<=i-1;j++)
",Control,Undefined,6,"for (int j=0;j<=i-m;j++)
"
1133,d1224c0bfe381650fa40f79356e46da7,379,295,"str[j-m+1]=t[j];
",Expression,WrongIndex,8,"str[j]=t[m-1+j];
"
1134,d1224c0bfe381650fa40f79356e46da7,379,295,,Expression,Undefined,10,"str[i-m+1]='\0';
"
1135,d6727a1e81f6659a241f608c06e97aaa,379,299,"printf(""%d %d %d %d %d"",a,b,c,d,e-2);
",Function,Undefined,40,"printf(""%d %d %d %d %d"",a,b,c,d,e-1);
"
1136,d5de60a2f1c7dc4b9687270a2b51d640,379,301,"while (x>1)
",Control,WrongOperator,3,"while (x>=1)
"
1137,abcc2a2287a15e4b0ab294624f4d9353,379,304,"if (i==n)
",Control,OffByOneError,38,"if (i==n-1)
"
1138,2c318ea9be010dad392fe587ebcd77f9,379,305,"for (int j=m-1;j<=i-1;j++)
",Control,Undefined,6,"for (int j=0;j<=i-m;j++)
"
1139,2c318ea9be010dad392fe587ebcd77f9,379,305,"str[j-m+1]=t[j];
",Expression,WrongIndex,8,"str[j]=t[m-1+j];
"
1140,2c318ea9be010dad392fe587ebcd77f9,379,305,,Expression,Undefined,10,"str[i-m+1]='\0';
"
1141,d288b2ce194b51a3f8af79c1c90b7c00,379,309,"printf(""%d %d %d %d %d"",a,b,c,d,e);
",Function,Undefined,38,"printf(""%d %d %d %d %d"",a,b,c,d,e+1);
"
1142,142372b549b1ba23b5f61b490bbce132,379,310,,Function,FunctionMissing,5,"scanf(""%d"",&N);
"
1143,142372b549b1ba23b5f61b490bbce132,379,310,"scanf(""%d"",&N);
",Function,Undefined,8,
1144,142372b549b1ba23b5f61b490bbce132,379,310,"free(c);
",Function,Undefined,30,
1145,142372b549b1ba23b5f61b490bbce132,379,310,,Function,FunctionMissing,36,"free(c);
"
1146,44977b5b3e4a4c7d533831cd1711d183,379,315,"int m=1;
",Declaration,DataTypeMisuse,3,"long long m=1;
"
1147,6098b541a2a63dd1e09d3de6295d6132,379,338,"int a3=a1*b1-a2*b2;
",Declaration,Undefined,5,"int a3=a1*a2-b1*b2;
"
1148,6098b541a2a63dd1e09d3de6295d6132,379,338,"printf(""(%d+%di) * (%d+%di) =%d +%di "",a1,b1,a2,b2,a3,b3);
",Function,FormatStringMisuse,7,"printf(""(%d+%di) * (%d+%di) = %d + %di "",a1,b1,a2,b2,a3,b3);
"
1149,1c53ea071830798771e30771ff23d980,379,339,"printf(""(%.1f,%,1f)"",x3,y3);
",Function,FormatStringMisuse,9,"printf(""(%.1f, %.1f)"",x3,y3);
"
1150,1c53ea071830798771e30771ff23d980,379,339,"printf(""(0,%.1f)"",y3);
",Function,FormatStringMisuse,11,"printf(""(0, %.1f)"",y3);
"
1151,1c53ea071830798771e30771ff23d980,379,339,"printf(""(%.1f,0)"",x3);
",Function,FormatStringMisuse,13,"printf(""(%.1f, 0)"",x3);
"
1152,1c53ea071830798771e30771ff23d980,379,339,"printf(""(0,0)"");
",Function,FormatStringMisuse,15,"printf(""(0, 0)"");
"
1153,bbd0e73923079fdb0ac756255eea43c1,379,340,"printf(""%.2f, %s"",num1[i],str[i]);
",Function,FormatStringMisuse,46,"printf(""%.2f,%s"",num1[i],str[i]);
"
1154,bbd0e73923079fdb0ac756255eea43c1,379,340,"printf(""%.2f, %s"",num1[i],str[i]);
",Function,FormatStringMisuse,52,"printf(""%.2f,%s"",num1[i],str[i]);
"
1155,a76cef00c87d8508d6e7c5dabf734c4f,379,342,"printf(""The count for failed (<60): %d"",sum);
",Function,FormatStringMisuse,19,"printf(""The count for failed (<60): %d\nThe grades:\n"",sum);
"
1156,a76cef00c87d8508d6e7c5dabf734c4f,379,342,"printf(""A"");
",Function,FormatStringMisuse,24,"printf("" A"");
"
1157,a76cef00c87d8508d6e7c5dabf734c4f,379,342,"printf(""B"");
",Function,FormatStringMisuse,26,"printf("" B"");
"
1158,a76cef00c87d8508d6e7c5dabf734c4f,379,342,"printf(""C"");
",Function,FormatStringMisuse,28,"printf("" C"");
"
1159,a76cef00c87d8508d6e7c5dabf734c4f,379,342,"printf(""D"");
",Function,FormatStringMisuse,30,"printf("" D"");
"
1160,e877432933703682fe9ac38522262d93,379,343,"printf(""The count for failed (<60): %d\nThe grade:\n"",sum);
",Function,FormatStringMisuse,19,"printf(""The count for failed (<60): %d\nThe grades:\n"",sum);
"
1161,7d647571c1fc5b892ac72f87bbc0418f,379,345,"printf(""%.2f, %s"",num1[i],str[i]);
",Function,FormatStringMisuse,46,"printf(""%.2f,%s"",num1[i],str[i]);
"
1162,7d647571c1fc5b892ac72f87bbc0418f,379,345,"printf(""%.2f, %s"",num1[i],str[i]);
",Function,FormatStringMisuse,52,"printf(""%.2f,%s"",num1[i],str[i]);
"
1163,5428921ac2b582be310ecbfd6f238960,379,346,"printf(""(%.1f,%.1f)"",x3,y3);
",Function,FormatStringMisuse,9,"printf(""(%.1f, %.1f)"",x3,y3);
"
1164,5428921ac2b582be310ecbfd6f238960,379,346,"printf(""(0,%.1f)"",y3);
",Function,FormatStringMisuse,11,"printf(""(0, %.1f)"",y3);
"
1165,5428921ac2b582be310ecbfd6f238960,379,346,"printf(""(%.1f,0)"",x3);
",Function,FormatStringMisuse,13,"printf(""(%.1f, 0)"",x3);
"
1166,5428921ac2b582be310ecbfd6f238960,379,346,"printf(""(0,0)"");
",Function,FormatStringMisuse,15,"printf(""(0, 0)"");
"
1167,449ac01fc03bd4a04a26f725a3683b0d,379,348,"printf(""(%d+%di) * (%d+%di) =%d + %di "",a1,b1,a2,b2,a3,b3);
",Function,FormatStringMisuse,7,"printf(""(%d+%di) * (%d+%di) = %d + %di "",a1,b1,a2,b2,a3,b3);
"
1168,adea092b08c093551f99ce4e33755c8b,379,359,,Declaration,Undefined,6,"int kk;
"
1169,adea092b08c093551f99ce4e33755c8b,379,359,,Expression,Undefined,10,"kk=k;
"
1170,adea092b08c093551f99ce4e33755c8b,379,359,,Expression,Undefined,12,"k=kk;
"
1171,8cb021a0fb40246ed9cffa934a6e28b4,379,360,"for (int i=0;i<=m+m-1;i++)
",Control,Undefined,51,"for (int i=m+m-1;i>=0;i--)
"
1172,8cb021a0fb40246ed9cffa934a6e28b4,379,360,"if (i==0)
",Control,Undefined,53,"if (i==m+m-1)
"
1173,4a014adc5955e98dd87519e95446064e,379,361,"printf(""%f"",mm);
",Function,Undefined,49,
1174,2d1431958379c43a841781f47d8d1444,379,383,"printf(""%s"",*s[n-1]);
",Function,Undefined,19,"printf(""%s"",*(s+n-1));
"
1175,9bad086923f65b3f2e5d7a562f009291,379,388,"s[0]=(char*)malloc(sizeof(char*)*50);
",Function,Undefined,25,"s[0]=(char*)malloc(sizeof(char*)*100);
"
1176,9bad086923f65b3f2e5d7a562f009291,379,388,"s[i]=(char*)malloc(sizeof(char)*50);
",Function,Undefined,32,"s[i]=(char*)malloc(sizeof(char)*100);
"
1177,24ce41b6d315efc841c4dd021d5f877f,379,393,"while (p->data%2==1)
",Control,ConditionMissing,61,"while (p->data%2==1&&p->next!=NULL)
"
1178,8afc45429824e7bff5355390f1823b62,379,397,"while (p->data%2==1)
",Control,ConditionMissing,61,"while (p->data%2==1&&p->next!=NULL)
"
1179,68878c574b2eaa1df64363ac42c63b31,379,401,"printf(""%d %d %.2f\n"",*p,*q,*r);
",Function,Undefined,43,"printf(""%d %d %.2f\n"",*q,*p,*r);
"
1180,649fa5d6b87d43d6eb391bb6173395d9,380,1,"printf(""x=%d\n"",x);
",Function,FormatStringMisuse,6,"printf(""%d\n"",x);
"
1181,58c3f5623e1d483b8651b7c53a518d68,380,7,"if (n=1) {
",Control,WrongOperator,3,"if (n==1) {
"
1182,c04d3543761206a600ef379e9f883b0e,380,10,"char a[20][10]={""zero"",""one"",""two"",""three"",""four"",""five"",""six"",""seven"",""eight"",""nine"",""ten"",""eleven"",""twelve"",""thirteen"",""fourteen"",""fifteen"",""sixteen"",""seventeen"",""eighteen"",""nineteen"",""tweny""};
",Declaration,Undefined,4,"char a[21][10]={""zero"",""one"",""two"",""three"",""four"",""five"",""six"",""seven"",""eight"",""nine"",""ten"",""eleven"",""twelve"",""thirteen"",""fourteen"",""fifteen"",""sixteen"",""seventeen"",""eighteen"",""nineteen"",""twenty""};
"
1183,6d8254d101b1a71cc0040341a8ffbe24,380,27,"printf (""%s\n%s\n"",a,b);
",Function,Undefined,13,
1184,3d06a91b1cf838ae41ccd6f104b39aff,380,138,"k=k-n;
",Expression,WrongOperator,22,"k=k%n;
"
1185,216d99e55de9d2cf4adaa975b36b7fbc,380,139,"printf (""Lucky you!\n"");
",Function,FormatStringMisuse,33,"printf (""Lucky You!\n"");
"
1186,4966c1dc53cf5eb800b5fa101737b811,380,188,"printf(""%d%.1f\n"",x,y);
",Function,FormatStringMisuse,8,"printf(""%d %.1f\n"",x,y);
"
1187,41e997df1540e9f87a37152de988fce7,380,190,"item=i*i+1/i;
",Expression,Undefined,8,"item=i*i+1.0/i;
"
1188,3117e63e70a3eeede2e30142e065ec5b,380,195,"if (n<1.1*m) {
",Control,Undefined,5,"if (n<(int)(1.1*m)) {
"
1189,3117e63e70a3eeede2e30142e065ec5b,380,195,"if (n>=1.1*m&&n<1.5*m) {
",Control,Undefined,8,"if (n>=(int)(1.1*m)&&n<1.5*m) {
"
1190,c1c79c4bc77cd3412fb653bb0c279f6d,380,204,"i=0;
",Expression,LiteralMisuse,6,"i=1;
"
1191,c7e81ed4990d7cc493c38f43a69f8259,380,207,"double product;
",Declaration,InitializationMissing,5,"double product=1;
"
1192,c7e81ed4990d7cc493c38f43a69f8259,380,207,"printf (""%d"",S);
",Function,FormatStringMisuse,25,"printf (""%.4f"",S);
"
1193,ad5080b312101b95ace949f39b8f283a,380,218,"charge=0.53*50+1.03*(x-50);
",Expression,LiteralMisuse,10,"charge=0.53*50+0.58*(x-50);
"
1194,71423fbb7f43cf75a6f1c45cfeafd88b,380,222,"printf (""%f"",sum);
",Function,FormatStringMisuse,20,"printf (""%.0f"",sum);
"
1195,f986c6208a875193807694fdeaea3ae6,380,225,"if(3<a<=10) {
",Control,Undefined,9,"if(a>3&&a<=10) {
"
1196,f986c6208a875193807694fdeaea3ae6,380,225,"if(x>10) {
",Control,VariableMisuse,12,"if(a>10) {
"
1197,729002f0fadfdbe7505746ce8b149acf,380,270,"int a[i];
",Declaration,WrongArraySize,4,"int a[10];
"
1198,729002f0fadfdbe7505746ce8b149acf,380,270,"for (i=0;i<n;i++)
",Control,OffByOneError,10,"for (i=0;i<n-1;i++)
"
1199,1c3fd8b91e3915bd73ac72c737595dc0,380,271,"if (lower<upper) {
",Control,WrongOperator,7,"if (lower<=upper) {
"
1200,286ae27507c59eb26d02290331132c7d,380,272,"printf (""f(%.2f)=%.2f\n"",x,result);
",Function,FormatStringMisuse,12,"printf (""f(%.2f) = %.2f\n"",x,result);
"
1201,631e3366110d4b0eecd7cac2ab9fb5e1,380,276,"if (a/4==0) {
",Control,WrongOperator,5,"if (a%4==0) {
"
1202,631e3366110d4b0eecd7cac2ab9fb5e1,380,276,"n=31*(b-x)+29+30*(x-1)+c;
",Expression,OffByOneError,14,"n=31*(b-x-1)+29+30*(x-1)+c;
"
1203,631e3366110d4b0eecd7cac2ab9fb5e1,380,276,"if (a/4!=0) {
",Control,WrongOperator,21,"if (a%4!=0) {
"
1204,631e3366110d4b0eecd7cac2ab9fb5e1,380,276,"n=31*(b-x)+28+30*(x-1)+c;
",Expression,OffByOneError,30,"n=31*(b-x-1)+28+30*(x-1)+c;
"
1205,6c95569d063a49a2e550db6206f90d34,380,284,"if (i<n-1)
",Control,VariableMisuse,21,"if (i<m-1)
"
1206,aaf38edf1be33ad3f64eb5106ee4a585,380,285,,Expression,Undefined,26,"min=a[0][p];
"
1207,aaf38edf1be33ad3f64eb5106ee4a585,380,285,"min=a[0][p];
",Expression,Undefined,28,
1208,e02760ea17f327cc26c594bcc3590466,380,307,"printf (""After sorted��\n"");
",Function,FormatStringMisuse,23,"printf (""After sorted:\n"");
"
1209,e9429fc6d73ad354728435b64f996cbb,380,309,"if (i<10000&&s[i]>='a'&&s[i]<='z')
",Control,Undefined,7,"if (s[i]>='A'&&s[i]<='Z')
"
1210,e9429fc6d73ad354728435b64f996cbb,380,309,"else if (i<10000&&s[i]>='A'&&s[i]<='Z')
",Control,Undefined,11,"else if (s[i]>='a'&&s[i]<='z')
"
1211,93c202861013138979de434fd4cc6bdb,380,321,"flag=0;
",Expression,Undefined,6,
1212,93c202861013138979de434fd4cc6bdb,380,321,,Expression,Undefined,15,"flag=0;
"
1213,cff3aada17dfacb377f2aaf716212bfd,380,325,"int a[11];
",Declaration,WrongArraySize,4,"int a[111];
"
1214,2f3851d9e55c76beb130eb10406616e3,380,336,"s=(a+b+c)/2;
",Expression,Undefined,5,"s=(a+b+c)/2.0;
"
1215,2f3851d9e55c76beb130eb10406616e3,380,336,"printf (""%.2lf"",y);
",Function,FormatStringMisuse,21,"printf (""%.2f"",y);
"
1216,938e2be018f42a8beda674dd1ae1d665,380,337,"m1=m1-60;
",Expression,WrongOperator,23,"m1=m1%60;
"
1217,435d3e2c9ad13e668da4e18a9aa90b24,380,338,"printf (""(%d+%di)*(%d+%di) = %d + %di"",a1,b1,a2,b2,a,b);
",Function,FormatStringMisuse,7,"printf (""(%d+%di) * (%d+%di) = %d + %di"",a1,b1,a2,b2,a,b);
"
1218,1a0d7802fdb4ffa2046078ed98e2f9f8,380,339,"printf (""%.1f, %.1f"",x,y);
",Function,FormatStringMisuse,7,"printf (""(%.1f, %.1f)"",x,y);
"
1219,3363e11373b2c2f20d9e97833ec9ea20,380,343,,Function,FunctionMissing,38,"printf (""The grades:\n"");
"
1220,73db67c287a3bfbbda1d186a34be02aa,380,344,"for (k=1;k<n;k++)
",Control,Undefined,20,"for (k=i;k<n;k++)
"
1221,17f7bce96fe507702a06b2c9ceab9e01,380,346,"printf (""%.1f, %.1f"",x,y);
",Function,FormatStringMisuse,7,"printf (""(%.1f, %.1f)"",x,y);
"
1222,2c83ef13fb3973680bcdea26553721f6,380,348,"printf (""(%d+%di) * (%d+%di) = %d+%di"",a1,b1,a2,b2,a,b);
",Function,FormatStringMisuse,7,"printf (""(%d+%di) * (%d+%di) = %d + %di"",a1,b1,a2,b2,a,b);
"
1223,76d49a90eac876278616c302a223b10c,380,358,"s=(a+b+c)/2;
",Expression,Undefined,5,"s=(a+b+c)/2.0;
"
1224,363ead6eb09b0e604c3c2055fd8900df,380,359,"if (s[i]-'a'+k<=26)
",Control,WrongOperator,11,"if (s[i]-'a'+k<26)
"
1225,157b7dbb94f9238c7b7ae29edc783a3c,380,399,"printf (""%d "",p->num);
",Function,FormatStringMisuse,19,"printf (""%d\n"",p->num);
"
1226,f8becf5df8ef3a889e2f73fe27a56f97,380,409,"system(""pause"");
",Function,Undefined,22,
1227,a3360703a4507c770e1563d30e2c9fb2,380,412,,Function,FunctionMissing,82,cout<<Max<<endl;
1228,74e05f98960a42ea2a2569236ea5cbf8,380,430,"res=res+2^l;
",Expression,Undefined,18,"res += 1 << l;
"
1229,3c6b38f853be72c02e562793b4e4a614,381,8,"int min1=10000,min2=10000,mt1,mt2;
",Declaration,LiteralMisuse,13,"int min1=10000000,min2=10000000,mt1,mt2;
"
1230,3c6b38f853be72c02e562793b4e4a614,381,8,"a[mt1]=10001;
",Expression,Undefined,34,"a[mt2]=10000001;
"
1231,ee34cd2ed05b3c3e70add81129c5282d,381,14,char output[100][100];,Declaration,WrongArraySize,2,"char output[100][1100];
"
1232,54175413c6536a8d98b4e1e7ed73631f,381,18,"printf(""0"");
",Function,FormatStringMisuse,23,"printf(""0.00"");
"
1233,f0d3e846559b18b68c082563009f4b61,381,24,,Function,FunctionMissing,8,"cin>>n>>s>>a>>b;
"
1234,f0d3e846559b18b68c082563009f4b61,381,24,"cin>>n>>s>>a>>b;
",Function,Undefined,9,
1235,9d35385fddf5e1e95c05a45907ccb5c0,381,31,"}edge[100010];
",Expression,WrongIndex,6,"}edge[500010];
"
1236,4c0e4e1e33f713452d484f2e6068cd75,381,37,"long long n,m,k,a[60][60],dp[51][51][20]={0},com[100][100]={0};
",Declaration,Undefined,2,"long long n,m,k,a[60][60],dp[51][51][20]={0},com[100][100]={0},ans=0;
"
1237,4c0e4e1e33f713452d484f2e6068cd75,381,37,,Expression,Undefined,24,"a[i][j]=a[i][j]%MOD;
"
1238,4c0e4e1e33f713452d484f2e6068cd75,381,37,"for (int i=0;i<=n;i++)
",Control,Undefined,26,"for (int i=0;i<=50;i++)
"
1239,4c0e4e1e33f713452d484f2e6068cd75,381,37,"for (int j=0;j<=m;j++)
",Control,Undefined,28,"for (int j=0;j<=50;j++)
"
1240,4c0e4e1e33f713452d484f2e6068cd75,381,37,"com[i][j]=combine(i,j);
",Expression,Undefined,31,"com[i][j]=combine(i,j)%MOD;
"
1241,4c0e4e1e33f713452d484f2e6068cd75,381,37,"int ans=0;
",Declaration,Undefined,57,
1242,4c0e4e1e33f713452d484f2e6068cd75,381,37,"ans=(ans%MOD+dp[i][j][k]%MOD*com[n-i][n+m-i-j])%MOD;
",Expression,Undefined,61,"ans=(ans%MOD+dp[i][j][k]%MOD*com[n-i][n+m-i-j]%MOD)%MOD;
"
1243,ec20273b9cad51c4b327149d34d9150e,381,50,"int n,d[1100010]={0},time[110010]={0},a[110010]={0},max=0;
",Declaration,WrongArraySize,4,"int n,d[3100010]={0},time[110010]={0},a[110010]={0},max=0;
"
1244,ec20273b9cad51c4b327149d34d9150e,381,50,"while (s<100100)
",Control,Undefined,13,"while (s<=1000100)
"
1245,5d381486b0442cee0b4f52828d7df719,381,53,"int ans=1;
",Declaration,Undefined,14,
1246,5d381486b0442cee0b4f52828d7df719,381,53,,Expression,Undefined,22,"vis[e[i].to]=0;
"
1247,4fa1c365e335b9497780d2a161cc24a6,381,134,"printf(""Invalid��"");
",Function,FormatStringMisuse,9,"printf(""Invalid."");
"
1248,a49131d2daa5b4c1930c262b337f3e9c,381,136,"per0=(n-m)*100/m;
",Expression,Undefined,7,"per0=(n-m)*100.0/m;
"
1249,b11a78799acfabcb6d05de909ddb62e9,381,137,"printf(""%*c"",n-i+1,'*');
",Function,Undefined,8,"printf(""%*c "",(n-i)*2+1,'*');
"
1250,b11a78799acfabcb6d05de909ddb62e9,381,137,"printf(""%*c"",n-i+1,'*');
",Function,Undefined,15,"printf(""%*c "",(n-i)*2+1,'*');
"
1251,c1c3e76b7b82dbbcd5e4d1a2dd7d4005,381,150,"b[i].namelen--;
",Expression,Undefined,30,"b[i].namelen;
"
1252,7f263f54d6e3614b4e4bbcd8ef56de72,381,154,"for (int j=1;j<=strlen(sk[i]);j++)
",Control,Undefined,14,"for (int j=0;j<=strlen(sk[i])-1;j++)
"
1253,7f263f54d6e3614b4e4bbcd8ef56de72,381,154,"for (int j=0;j<=strlen(s[t]);j++)
",Control,OffByOneError,28,"for (int j=0;j<=strlen(s[t])-1;j++)
"
1254,95e3bb7bfa3dd95f98c0dd7d2982a0f9,381,174,"if (han[0]==han[1] || ans!=hua[0] && ans!=hua[1])
",Control,VariableMisuse,10,"if (hua[0]==hua[1] || ans!=hua[0] && ans!=hua[1])
"
1255,a9a0b80769d3e34122b0d061213b91c9,381,177,"int n,s[110],e[110],ans[30];
",Declaration,WrongArraySize,3,"int n,s[110],e[110],ans[1010];
"
1256,a9a0b80769d3e34122b0d061213b91c9,381,177,"for (int i=0;i<24;i++)
",Control,Undefined,8,"for (int i=0;i<=1000;i++)
"
1257,a9a0b80769d3e34122b0d061213b91c9,381,177,"for (int i=0;i<24;i++)
",Control,Undefined,18,"for (int i=0;i<=1000;i++)
"
